title,rating,rating_count,status,view,genres
World's End Harem Fantasia Academy,2.5,17,Ongoing,4533,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance', 'School Life', 'Seinen']"
Following After the Livestream to Immoral Cultivator,1.8,7,Ongoing,2937,['Manhua']
MIGHTIEST MELEE MAGICIAN,2.7,548,Ongoing,20651,"['Action', 'Fantasy', 'Manhwa', 'School Life', 'Adventure']"
Post-Pandemic,4,2,Ongoing,2802,"['Action', 'Horror', 'Manhwa', 'Mystery', 'Seinen']"
Dantoudai no Hanayome – Sekai wo Horobosu Futsutsuka na Tatsuki desu ga,2.2,103,Ongoing,6794,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'Adventure']"
But My Magical Aptitude is 9999!? I Went to School to be a Swordswoman,2.7,26,Ongoing,9857,"['Action', 'Fantasy', 'Shoujo Ai', 'Slice of Life']"
The Humane Great Sage,2.5,12,Ongoing,15763,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen', 'Adventure']"
The Sunny Lead was Raised as the Villainess,4.5,1,Ongoing,863,"['Fantasy', 'Manhwa', 'Romance']"
Hanging Out with a Gamer Girl,2.4,10,Ongoing,11683,"['Comedy', 'Slice of Life']"
The first spy in history,1.7,3,Ongoing,3529,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Psychological']"
Fighting Again For A Lifetime (Return of the Youngest Grandmaster),2.6,74,Ongoing,61532,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Adventure', 'Isekai']"
Assassin ROSE,5,1,Ongoing,518,"['Action', 'Drama']"
Zao Saga,5,1,Ongoing,1260,"['Action', 'Fantasy']"
HELLCRAFT,2.1,80,Ongoing,8700,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Supernatural', 'Adventure']"
Lord Of The Abyss,4,2,Ongoing,8630,"['Action', 'Fantasy', 'Manhua']"
Boukensha Ni Naritai To Miyako Ni Deteitta Musume Ga S Rank Ni Natteta,2.5,64,Ongoing,8871,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Adventure', 'Manga']"
Primal Hunter,2.7,601,Ongoing,19189,['Manhwa']
Shenwu Tianzun,2.8,150,Ongoing,17900,"['Action', 'Fantasy', 'Martial Arts', 'Webtoon']"
Suicide Line,5,1,Ongoing,630,"['Horror', 'Josei']"
"Weird And Hard To Kill? Sorry, I’m The Real Immortal",2.8,143,Ongoing,5810,[]
Gyakusatsu Saiban,1.7,16,Ongoing,4956,"['Adult', 'Drama', 'Horror']"
The Bully In-Charge,2.5,1192,Ongoing,237669,"['Action', 'Drama', 'Manhwa', 'Seinen']"
Kengan Omeg,2.6,123,Ongoing,25353,"['Action', 'Martial Arts']"
Monarch of Supreme Beings,2.7,71,Ongoing,23390,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Adventure']"
Am I Actually the Strongest?,2.5,116,Ongoing,20216,"['Comedy', 'Fantasy', 'Romance']"
Superhuman Battlefield,2.6,605,Ongoing,125404,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Hyper Luck,2.3,223,Ongoing,42398,"['Action', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
The Real Daughter is Back,2.3,16,Ongoing,622,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
The Player that can’t Level Up,2.6,34,Ongoing,1062,"['Action', 'Manhwa', 'Adventure']"
Instant Death and Destruction of the Weakest Magician,2.7,74,Ongoing,4600,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Adventure']"
Blind to You,0,1,Ongoing,532,"['Romance', 'Slice of Life', 'Tragedy']"
Here Lies The Wicked,2,17,Ongoing,3333,"['Horror', 'Mystery', 'Supernatural']"
Silver Bullet Exorcist,1.8,6,Ongoing,2363,"['Action', 'Drama', 'Fantasy', 'Historical', 'Martial Arts', 'Mystery', 'Supernatural', 'Adventure']"
Different Kings,2.3,80,Ongoing,9056,"['Action', 'Manhua']"
Second Story Online: Aiming To Become The World's Number 1. Ideal Witch,1.7,3,Ongoing,1085,"['Action', 'Fantasy', 'Slice of Life', 'Adventure']"
Psychociety,0.9,5,Ongoing,1252,"['Action', 'Manhwa']"
Tokimari-san is Completely Defenseless!!,2.5,64,Ongoing,8333,"['Comedy', 'Romance', 'Slice of Life']"
"Tantei wa Mou, Shindeiru",3.8,4,Ongoing,2081,"['Action', 'Comedy', 'Mystery', 'Romance', 'School Life', 'Seinen']"
"Hundreds Years After I Was Called [Just Corpse], I’ve Become Strongest Undead When I Woke Up",2.7,25,Ongoing,12301,"['Action', 'Fantasy']"
Magic Scholar,2.7,49,Ongoing,36202,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts']"
I Lost the Leash of the Yandere Male Lead,2.6,15,Ongoing,7975,"['Drama', 'Fantasy', 'Historical', 'Josei', 'Psychological', 'Tragedy']"
Journey to Another World Filled with Alcohol and Fruit Manga,2.5,15,Ongoing,2138,"['Fantasy', 'Josei', 'Romance', 'Shoujo']"
"Hello, Heir",2.2,4,Ongoing,993,"['Manhua', 'Romance']"
Tsuyokute New Game na Rabukome,2.5,19,Ongoing,6451,"['Romance', 'School Life']"
Eternal Torment,2.3,17,Ongoing,1488,"['Psychological', 'Seinen']"
The Great Villain Who Threatened to Kill Himself,2.6,128,Ongoing,7031,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen']"
Legendary Fossil,1.7,6,Ongoing,7053,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
The Ultimate Immortal,2,12,Ongoing,4094,"['Fantasy', 'Manhua', 'Mystery']"
A Man With A Thousand Skills Started to Summon a Beast in Different World!,2.6,162,Ongoing,33707,"['Action', 'Fantasy', 'Romance']"
Forced into a reverse harem after falling into a world of beasts,3.8,8,Ongoing,1273,"['Fantasy', 'Harem', 'Josei', 'Manhua', 'Romance']"
I Don't Understand High School Girls,0,1,Ongoing,356,"['Comedy', 'Supernatural']"
How can a time-limited evil gain her vengeance?,2.5,92,Ongoing,12444,"['Fantasy', 'Manhwa', 'Romance']"
The God of &quot;Game of God&quot;,3,20,Ongoing,4477,"['Ecchi', 'Harem', 'Mystery', 'Supernatural', 'Webtoon']"
Martial God Asura,2.6,47,Ongoing,46387,"['Action', 'Manhua', 'Martial Arts']"
Taoist (DaXiangWuXing),2.5,4,Ongoing,6959,"['Action', 'Manhua']"
Legend The Beginning,2.4,7,Ongoing,4215,"['Action', 'School Life']"
How to Hide the Emperor’s Child,2.3,82,Ongoing,19695,"['Fantasy', 'Manhwa', 'Romance']"
Gazing at the Moon,5,1,Ongoing,514,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Absolute Sword Sense,2.9,1113,Ongoing,83330,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts', 'Adventure']"
The White Angel Of Death,0,1,Ongoing,312,"['Action', 'Fantasy', 'Manhua', 'Supernatural']"
The Reproducer of Creation Magic,2.4,26,Ongoing,5998,"['Action', 'Manga']"
Virtual Reality Action RPG,2,1,Ongoing,8883,"['Action', 'Manhwa']"
"The hero returns from another world, becomes an influencer, and earns money in the real world, where dungeons have appeared!",2.6,85,Ongoing,13454,"['Fantasy', 'Isekai']"
In Another World With My Smartphone,2.7,59,Ongoing,11519,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Slice of Life', 'Adventure', 'Isekai']"
The Bourgeoisie Hero,3,32,Ongoing,5613,"['Comedy', 'Fantasy', 'Harem', 'Historical', 'Manhua', 'Romance', 'Adventure', 'Isekai']"
Nightwatcher,2.5,66,Ongoing,5301,"['Action', 'Drama', 'Fantasy', 'Harem', 'Historical', 'Manhua', 'Martial Arts', 'Adventure']"
I Rely On Tomb Raiding To Become A God Through Cultivation,5,1,Ongoing,1049,"['Action', 'Fantasy', 'Manhua', 'Adventure']"
What If the Ultimately Evolved Full Dive RPG was a Crappier Game than Reality,1.5,2,Ongoing,1139,"['Action', 'Comedy', 'Fantasy', 'Harem']"
Son Of The Earth’s Core,3.5,4,Ongoing,6599,"['Action', 'Fantasy', 'Manhua', 'Supernatural']"
Vending Machine,1.8,13,Ongoing,2365,['Manhwa']
Wars of the Iron Roses,5,1,Ongoing,775,"['Action', 'Historical']"
"Leveling Up, By Only Eating!",2.3,61,Ongoing,27160,"['Action', 'Comedy', 'Manhwa']"
Divine Hand,2.7,153,Ongoing,4090,['Manhua']
I Have Taken Over The Demonic Ancestor,5,1,Ongoing,1309,"['Action', 'Isekai']"
I'm only two thousand five hundred years old,2.7,13,Ongoing,16483,"['Action', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts', 'Romance', 'School Life', 'Sports', 'Supernatural', 'Adventure']"
The Villain’s Precious Daughter,2.4,105,Ongoing,11293,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Seven Knights: Alkaid,2.2,3,Ongoing,1040,"['Comedy', 'Fantasy', 'Manhwa', 'Shounen']"
Russian Transfer Student Who Can't Speak Japanese,3.6,4,Ongoing,3926,"['Comedy', 'Drama', 'Romance', 'School Life', 'Slice of Life']"
Happy Ending for the Time-Limited Villainess,3.3,9,Ongoing,8885,"['Drama', 'Fantasy', 'Romance']"
Gibbsman,3.8,2,Ongoing,833,"['Action', 'School Life']"
"Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita",2.2,98,Ongoing,17748,"['Action', 'Comedy', 'Slice of Life']"
I Became the Younger Sister of a Regretful Obsessive Male Lead,2,36,Ongoing,12209,"['Fantasy', 'Manhwa', 'Romance']"
Terminally-Ill Genius Dark Knight,2.7,1492,Ongoing,122450,"['Action', 'Fantasy', 'Manhwa', 'Psychological', 'Adventure']"
Exterminator,4.4,7,Ongoing,8056,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Shounen', 'Slice of Life']"
"Konyaku Haki Sareta Reijo Wo Hirotta Ore Ga, Ikenai Koto Wo Oshiekomu Oishi Mono Wo Tabesasete Oshare Wo Sasete, Sekaichi Shiawasena Shojo Ni Produce!",2.8,16,Ongoing,7549,"['Action', 'Comedy', 'Fantasy', 'Slice of Life']"
Mahou Shoujo Gakuen no Suketto Kyoushi,2.7,3,Ongoing,12275,"['Action', 'Comedy', 'Romance']"
Return of the Disaster-Class Hero,2.6,260,Ongoing,126087,"['Action', 'Fantasy', 'Shounen', 'Adventure', 'Manhwa']"
I Contracted Myself,2.5,24,Ongoing,774,"['Action', 'Fantasy', 'Shounen']"
A Gate Opened on my First Day as a Politician,3,3,Ongoing,24506,"['Action', 'Manhwa']"
My Civil Servant Life Reborn in the Strange World,2.6,148,Ongoing,41444,"['Action', 'Comedy', 'Fantasy', 'Manhwa', 'Adventure']"
The Last Cultivator,2.3,81,Ongoing,13496,"['Action', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts', 'Adventure']"
Garden of the Dead Flowers,1.5,2,Ongoing,1718,"['Psychological', 'Webtoon']"
Orient,2.8,35,Ongoing,3711,"['Action', 'Fantasy', 'Shounen']"
The Raid,1,1,Ongoing,782,"['Action', 'Manhwa', 'Martial Arts', 'Seinen']"
RedLine,3.4,34,Ongoing,4577,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Psychological', 'Supernatural']"
Umi ga Hashiru End Roll,2.1,13,Ongoing,2571,"['Comedy', 'Drama', 'Slice of Life']"
Time Stop Brave,2.2,48,Ongoing,10330,"['Drama', 'Ecchi']"
Peerless Reincarnated Demon Lord in Hero Academy,2.4,14,Ongoing,1042,"['Action', 'Fantasy', 'School Life', 'Isekai']"
You Can’T Change A Person!,3.4,11,Ongoing,6897,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo']"
Street Workout,1.9,19,Ongoing,4801,['Sports']
Black Angel,5,1,Ongoing,1308,"['Horror', 'Manhwa', 'Webtoon']"
wheel world,2.6,96,Ongoing,21893,"['Manhua', 'Action']"
Dual Na Kanojo No Taoshikata,3,1,Ongoing,4374,"['Comedy', 'Mystery', 'Psychological', 'Romance', 'School Life', 'Shounen']"
The Miraculous Physical Therapist,2.4,309,Ongoing,19199,"['Drama', 'Manhwa', 'Shounen']"
I Want to Let Saejima-sensei go,2.5,60,Ongoing,2068,['Manga']
The Fake Princess' OP Bunny,5,1,Ongoing,1825,"['Manhwa', 'Romance']"
Joushiki Shirazu no Saikyou Madoushi,2.8,6,Ongoing,556,"['Action', 'Fantasy', 'Adventure']"
Wu Ling Sword Master,2.5,9,Ongoing,2474,"['Action', 'Fantasy', 'Martial Arts', 'Supernatural']"
Phantom Bullet,5,1,Ongoing,389,"['Action', 'Historical', 'Supernatural', 'Tragedy']"
Bathory's Deadly Curse,3.2,12,Ongoing,2263,"['Drama', 'Mystery', 'Psychological']"
Home Plate Villain,2.8,41,Ongoing,1034,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Shounen', 'Sports']"
The Boy raised by The Demon Queen and The Dragon Queen has no rival,2.8,43,Ongoing,14909,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Manga', 'Romance', 'School Life', 'Shounen', 'Adventure']"
"At First Glance, Shinoda-San Seems Cool But Is Actually Adorable!",1.2,2,Ongoing,1311,"['Romance', 'School Life', 'Slice of Life']"
SSS-Class Suicide Hunter,2.3,227,Ongoing,59172,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts', 'Romance', 'Seinen']"
Choujin X,2.3,45,Ongoing,6175,"['Action', 'Supernatural']"
Arifureta: From Commonplace to World's Strongest,2.3,7,Ongoing,4417,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Romance', 'Shounen', 'Adventure']"
Teenage Exorcist,4.2,6,Ongoing,1951,"['Action', 'Manhwa']"
"Ori of the Dragon Chain - ""Heart"" in the mind",2.9,39,Ongoing,20621,"['Action', 'Drama', 'Fantasy']"
Hidden player (Manhwa),3,3,Ongoing,1118,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Shounen']"
996 At The Start,1.3,11,Ongoing,2929,"['Action', 'Comedy', 'Manhua', 'Martial Arts', 'Mature', 'Supernatural', 'Webtoon', 'Adventure']"
Vợ Tôi Là Boss Ngầm Đầy Quyền Lực,2.5,7,Ongoing,1046,"['Manhua', 'Romance', 'Shoujo']"
"The Transmigrated Mage Life in Another World, Becoming the Strongest in the World with the Knowledge of the Original Story",2.5,196,Ongoing,43260,"['Action', 'Shounen', 'Isekai']"
"The Story of Lord, Devasted Manor who Grows by Misunderstanding",2.6,81,Ongoing,24404,"['Action', 'Comedy', 'Fantasy']"
The End of the World is Just a Game to Me,2.4,244,Ongoing,36463,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Seinen']"
My Inventory is Abnormal,2.3,46,Ongoing,2348,"['Action', 'Fantasy']"
THE ANOTHER WORLD DEMON-KING’S SUCCESSOR,2.2,3,Ongoing,8242,"['Action', 'Fantasy', 'Harem', 'Supernatural']"
Transcension Academy,2.7,971,Ongoing,180283,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Jobless Reincarnation - It will be All Out if I Go to Another World,2.3,85,Ongoing,27628,"['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Manga', 'Mature', 'Romance', 'Seinen']"
Eternal life,1.6,12,Ongoing,20550,"['Action', 'Drama', 'Fantasy', 'Historical', 'Martial Arts', 'Shounen']"
"After Signing In For 30 Days, I Can Annihilate Stars",2.6,151,Ongoing,52043,"['Action', 'Manhua']"
"The Best Noble In Another World: The Bigger My Harem Gets, The Stronger I Become",2.6,122,Ongoing,36471,"['Ecchi', 'Fantasy', 'Harem', 'Manga', 'Seinen']"
Godly Pet Has Opened Up for Me Again,3,17,Ongoing,9918,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Mature', 'Mystery', 'Adventure']"
My Demons Can’t Be That Cute!,2.8,106,Ongoing,4123,"['Action', 'Drama', 'Fantasy', 'Harem', 'Manhua', 'Romance']"
killing killer,2.5,71,Ongoing,23723,"['Action', 'Drama', 'Manhwa', 'Mystery', 'Psychological', 'Shounen']"
Himegasaki Sakurako Wa Kyoumo Fubin Kawaii!,2.1,74,Ongoing,10381,"['Comedy', 'Ecchi', 'Romance', 'School Life', 'Seinen']"
Dungeon Tou de Yadoya wo Yarou! Souzou Mahou wo Moratta Ore no Hosoude Hanjouki,2.7,147,Ongoing,31341,"['Comedy', 'Fantasy', 'Romance', 'Adventure', 'Isekai']"
Boundary Labyrinth and Magician of Alien World,2.5,157,Ongoing,25576,"['Action', 'Fantasy', 'Harem', 'Romance', 'Shounen']"
The School Beauty President Is All Over Me,3.5,3,Ongoing,7787,"['Action', 'Manhua', 'Romance']"
Boku no Suki na Hito ga Suki na Hito,2.5,46,Ongoing,5249,"['Comedy', 'Romance', 'School Life']"
Onna Kajishi wa Ohitoyoshi Guild ni Hirowaremashita - Shintenchi de Ganbaru Kajishi Seikatsu,3.4,17,Ongoing,1048,"['Fantasy', 'Romance', 'Slice of Life']"
Tensei Reijou Wa Shomin No Aji Ni Uete,1.5,3,Ongoing,3650,"['Comedy', 'Cooking', 'Shoujo']"
It’s All Black Stocking’s Fault,5,1,Ongoing,563,"['Action', 'Comedy', 'Harem', 'Manhua']"
HUNTER WORLD'S GARDENER,2.7,318,Ongoing,12000,"['Action', 'Fantasy', 'Manhwa', 'Slice of Life', 'Adventure']"
"Moto Kyuutei Renkinjutsushi no Watashi, Henkyou de Nonbiri Ryouchi Kaitaku Hajimemasu! - Konyaku Haki ni Tsuihou made Set deshite Kurerun desu ka?",2.3,28,Ongoing,2935,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']"
The Otherworldly Infection Story that Started with a Virus Reincarnation,3.3,8,Ongoing,3752,['Fantasy']
Dear Shimazaki in the Peaceful Land,2.9,13,Ongoing,1129,"['Action', 'Manga', 'Seinen']"
The Outcast Is Too Good at Martial Arts,2.5,306,Ongoing,36898,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Martial Arts', 'Shounen', 'Adventure']"
The Son Of The First Emperor Kills Enemies And Becomes A God,2.6,443,Ongoing,37243,[]
The Chaebeol's Youngest Son,2.5,890,Ongoing,135849,"['Drama', 'Manhwa', 'Shounen']"
"Saibai Cheat de Saikyou Saien – E, Tada no Katei Saiendesu kedo?",2.7,158,Ongoing,10497,"['Comedy', 'Fantasy', 'Manga', 'Romance', 'Slice of Life', 'Adventure']"
War Against Heaven,1.9,4,Ongoing,423,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Romance']"
Unreachable Girl,2,3,Ongoing,5772,"['Comedy', 'Romance', 'Shoujo', 'Slice of Life']"
SPY x FAMILY,3.1,16,Ongoing,20426,"['Action', 'Comedy', 'Manga']"
"Sorry, But I Am Just a Normie",2.2,143,Ongoing,8918,"['Action', 'Comedy', 'Fantasy', 'Josei', 'Manhwa', 'Romance']"
"Did You Think You Could Run After Reincarnating, Nii-san?",2.3,6,Ongoing,6915,"['Action', 'Comedy', 'Fantasy']"
Rebirth,1.9,26,Ongoing,11555,"['Action', 'Manhua']"
Takane-san Seems to Have a Crush On You,0.9,7,Ongoing,2920,"['Comedy', 'Drama', 'Romance', 'School Life', 'Slice of Life']"
Heart Throbbing Conqueror,2.2,26,Ongoing,5234,"['Fantasy', 'Manhwa', 'Romance']"
I Want to Become a Pro,0.5,1,Ongoing,1031,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Slice of Life', 'Sports']"
Beginner&#x27;s Test For Infinite Power,0.8,2,Ongoing,1577,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Webtoon']"
ASURA,1.6,12,Ongoing,5748,"['Action', 'Fantasy', 'Manhwa']"
Dead Sea,2,1,Ongoing,335,['Manhua']
"D-kyuu Boukensha no Ore, Naze ka Yuusha Party ni Kanyuu Sareta Ageku, Oujo ni Tsukima Towareteru",2.4,82,Ongoing,30636,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'Adventure']"
Assassin’s Creed,42.7,310,Ongoing,19880,"['Action', 'Fantasy', 'Manhwa', 'Webtoon', 'Adventure']"
Oblivion Saint,2.8,2,Ongoing,1437,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Manga']"
What I Get for Marrying a Demon Bride,2.2,31,Ongoing,10332,"['Comedy', 'Romance', 'Slice of Life']"
Colosseum,1.5,1,Ongoing,955,"['Action', 'Drama', 'Manhwa']"
Solo Farming In The Tower,2.7,1718,Ongoing,146671,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
The Killer of the Reincarnated: Cheat Slayer,0,1,Ongoing,1629,['Action']
"I Was the Weakest of the Four Heavenly Kings. Since I Have Reincarnated, I Want to Lead a Peaceful Life",2.7,47,Ongoing,4874,"['Action', 'Fantasy']"
"Makikomarete Isekai Teni suru Yatsu wa, Taitei Cheat",2.2,58,Ongoing,17974,"['Ecchi', 'Harem', 'Seinen']"
Blade Of Wind And Thunder,2.2,197,Ongoing,38510,"['Action', 'Manhwa', 'Martial Arts']"
Zero Game,2.4,133,Ongoing,41493,"['Fantasy', 'Manhwa']"
Someday Will I Be the Greatest Alchemist?,2.1,61,Ongoing,12517,"['Fantasy', 'Harem', 'Slice of Life']"
Oshieko Kara Nigerarenai,1,1,Ongoing,1315,"['Comedy', 'Romance', 'Slice of Life']"
The First Sequence,2.5,145,Ongoing,10375,"['Action', 'Manhua']"
Diamond Indestructible Stronghold Master,2.2,86,Ongoing,5154,"['Action', 'Drama', 'Fantasy', 'Harem', 'Manhwa', 'Martial Arts', 'Shounen', 'Adventure']"
There Were Times When I Wished You Were Dead,2.3,33,Ongoing,19184,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo', 'Webtoon']"
Gamer ga Isekai Konten Shite Harem Jinsei e Continue suru Sou desu,3.3,20,Ongoing,4648,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'School Life', 'Adventure', 'Isekai']"
Boku igai Zennin Tenseisha ka yo!?,2.5,26,Ongoing,1797,"['Fantasy', 'Adventure']"
"When I Went to Another World, My Little Sister Was Already Reigning as The Demon Lord",2.6,5,Ongoing,835,['Fantasy']
"Since I became a decoration queen, I decided to go to work secretly- I'm not lonely sleeping alone because there is a rabbit!~",3.3,16,Ongoing,7156,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
My Wife Is The Destined Villainess,2.4,326,Ongoing,12838,"['Action', 'Fantasy', 'Harem', 'Manhua']"
The Maid Who Can&#x27;t Hide Her Feelings,0.5,1,Ongoing,598,"['Comedy', 'Romance']"
Devious Daughter of the Duchy,4.4,6,Ongoing,10360,['Manhwa']
"Zennin Ossan, Umarekawattara SSS Rank Jinsei ga Kakutei Shita",2.2,100,Ongoing,21008,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Shounen', 'Supernatural']"
I Rely On Plug-Ins To Hunt Gods,2.3,21,Ongoing,6723,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts', 'Mature', 'Mystery', 'Adventure']"
My Retired Idol Wife is Cute,4.3,3,Ongoing,3738,"['Romance', 'Slice of Life']"
Lies Become You,0,1,Ongoing,32,"['Drama', 'Fantasy', 'Historical', 'Manhwa', 'Romance']"
The Sword Of Dawn,1.9,7,Ongoing,4976,"['Fantasy', 'Manhua', 'Sci-fi']"
How to Subdue the Wicked Demon Girl (?) Wreaking Havoc on the Demon World with This One Method,5,1,Ongoing,533,"['Comedy', 'Fantasy', 'Slice of Life']"
Grim Reaper Online,0.5,1,Ongoing,1880,"['Action', 'Fantasy', 'Manhwa']"
Dr. Hound,0,1,Ongoing,1138,"['Drama', 'Horror', 'Manhwa', 'Mystery', 'Psychological', 'Seinen']"
Highschool Lunch Dad,2.4,22,Ongoing,10981,"['Action', 'Manhwa', 'School Life']"
A Returner's Magic Should Be Special,2.4,401,Ongoing,64233,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Martial Arts', 'Romance', 'School Life', 'Shounen', 'Slice of Life', 'Supernatural', 'Adventure']"
Passive invincible from the start,2,11,Ongoing,21710,['Manhua']
Dominating the town,2.7,95,Ongoing,31079,"['Action', 'Manhua']"
Tekno,2,112,Ongoing,11228,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Mystery', 'Psychological', 'Shounen', 'Slice of Life', 'Adventure']"
The class rep who becomes a gyaru only during summer vacation,0.5,2,Ongoing,4642,"['Comedy', 'Romance', 'Manga']"
Ultra Seminary,5,1,Ongoing,477,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Sci-fi', 'Shounen']"
I was sealed 900 million times,1.9,18,Ongoing,2023,"['Action', 'Fantasy', 'Manhua', 'Martial Arts']"
I Shall Live As a Prince,2.5,17,Ongoing,9955,"['Fantasy', 'Historical', 'Manhwa']"
Another World Awakening Transcendental Create Skill -The world doesn&#x27;t seem to leave me a super talented person who has awakened to production and processing-,3,1,Ongoing,1706,"['Action', 'Ecchi', 'Fantasy', 'Shounen']"
The Rebirth of an 8th-Circled Mage,2.7,204,Ongoing,36863,['Action']
The Fierce Revolution ~ The Strongest Organism Which Can Kill the Devil and the Hero,2.7,9,Ongoing,10991,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'Shounen']"
The Three Are Living a Married Life,3,4,Ongoing,10193,"['Drama', 'Fantasy', 'Josei', 'Manhwa', 'Romance']"
Goblin Slayer: Side Story Year One,2.2,22,Ongoing,4430,"['Action', 'Drama', 'Fantasy', 'Mature', 'Seinen', 'Adventure']"
Slave of the Magic Capital’s Elite Troops,2.8,49,Ongoing,22823,"['Action', 'Drama', 'Fantasy', 'Romance', 'Shounen']"
Nonchalant Fuuko-san,0.5,1,Ongoing,274,"['Drama', 'School Life']"
Deck Hitotsu de Isekai Tanbou,2.5,33,Ongoing,6999,"['Action', 'Comedy', 'Fantasy', 'Adventure', 'Isekai']"
Picking Up A Shool Beauty To Be Wife,3.2,30,Ongoing,13646,"['Comedy', 'Harem', 'School Life']"
King The Land,2.6,35,Ongoing,2265,"['Drama', 'Manhwa', 'Romance']"
The Only Necromancer,2.5,63,Ongoing,29811,"['Action', 'Fantasy', 'Horror', 'Manhwa', 'Shounen', 'Supernatural', 'Adventure']"
Item,3.8,25,Ongoing,15576,"['Drama', 'Manhwa', 'Mystery']"
The Wanderer,3.2,9,Ongoing,5367,['Manhwa']
A bear&#x27;s daughter,5,1,Ongoing,356,"['Action', 'Fantasy', 'Manhwa', 'Webtoon']"
Kanojo wa Kyou mo Katazukanai,3.1,17,Ongoing,2679,"['Drama', 'Romance', 'Slice of Life', 'Manga']"
Reincarnated as the Mastermind of the Story,2.5,221,Ongoing,38375,"['Action', 'Fantasy', 'Manhwa', 'Romance', 'Adventure', 'Isekai']"
Marielle Clarac&#x27;s Engagement,4,1,Ongoing,853,"['Comedy', 'Fantasy', 'Romance', 'Shoujo']"
"Tensei Kenja No Isekai Raifu ~Daini No Shokugyo Wo Ete, Sekai Saikyou Ni Narimashita~",2.3,21,Ongoing,10271,"['Action', 'Fantasy', 'Shounen', 'Adventure', 'Manga']"
Ore dake Haireru Kakushi Dungeon: Kossori Kitaete Sekai Saikyou,2.1,38,Ongoing,6993,"['Action', 'Ecchi', 'Fantasy', 'Harem']"
"Zettai ni Damage wo Ukenai Skill wo Moratta node, Boukensha to shite Musou shite miru",2.7,13,Ongoing,10216,"['Action', 'Comedy', 'Ecchi', 'Manga']"
Level Up Just By Eating,3.1,11,Ongoing,4045,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Seinen', 'Slice of Life']"
Tawawa na Oppai wa Suki desu ka? Kyonyuu Shoujo Antholog,2.8,21,Ongoing,41205,"['Comedy', 'Romance', 'School Life', 'Slice of Life']"
Ruirui Senki,2.5,39,Ongoing,1663,"['Action', 'Drama', 'School Life', 'Supernatural']"
